date,month,day,day_of_week,week_of_year,weekend_flag,month_end_flag,payday_flag,holiday_flag,product,channel,region,customer_segment,device_type,promo_exposure_flag,campaign_flag,control_change_flag,transaction_count,avg_txn_value,active_customers,new_accounts,login_failures,otp_failures,chargeback_count,fraud_alerts,manual_review_rate,approval_rate,decline_rate,device_risk_score,fraud_rate,fraud_cases,fraud_loss
2026-01-19,1,19,0,4,0,0,0,0,debit_card,branch,south,retail,desktop,0,0,0,614,65.56,217,19,9,5,1,9,0.0241,0.8632,0.1368,0.2881,0.000402,1,63.91
2026-01-19,1,19,0,4,0,0,0,0,debit_card,branch,west,premium,desktop,0,0,0,463,59.65,136,19,8,6,2,2,0.0182,0.8679,0.1321,0.2077,0.000302,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,debit_card,branch,west,retail,desktop,0,0,0,827,70.51,257,21,10,11,3,5,0.0196,0.8548,0.1452,0.2636,0.000462,1,99.66
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,east,premium,android,0,0,0,2302,42.59,832,16,24,13,0,17,0.0178,0.8527,0.1473,0.539,0.000436,1,17.96
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,east,retail,ios,0,0,0,2944,51.31,1131,25,23,8,3,13,0.018,0.8629,0.1371,0.3401,0.000559,2,118.12
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,north,premium,android,0,0,0,2040,62.07,630,13,19,10,0,7,0.0256,0.8633,0.1367,0.5418,0.00043,1,56.75
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,north,retail,ios,0,0,0,2816,63.52,1238,29,21,6,2,18,0.0186,0.8564,0.1436,0.3649,0.000627,2,149.82
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,south,premium,ios,0,0,0,1854,89.75,616,12,17,9,0,9,0.0188,0.857,0.143,0.3413,0.00049,1,46.96
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,south,retail,ios,0,0,0,2614,64.2,1268,30,18,13,2,16,0.0178,0.8523,0.1477,0.4091,0.000707,2,185.05
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,west,premium,ios,0,0,0,2105,87.75,1048,14,25,10,0,12,0.024,0.8399,0.1601,0.3261,0.000504,1,97.17
2026-01-19,1,19,0,4,0,0,0,0,debit_card,mobile_app,west,retail,android,0,0,0,2959,26.13,1079,22,20,13,3,8,0.0189,0.8696,0.1304,0.5439,0.000709,0,24.38
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,east,premium,desktop,0,0,0,1305,36.02,624,12,13,6,2,14,0.0293,0.8667,0.1333,0.2601,0.000382,2,35.85
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,east,retail,ios,0,0,0,2309,50.12,1411,20,11,9,1,7,0.022,0.8734,0.1266,0.2147,0.00052,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,north,premium,desktop,0,0,0,1244,98.52,630,7,20,6,1,11,0.0234,0.8586,0.1414,0.2557,0.000381,0,30.56
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,north,retail,ios,0,0,0,2550,42.86,1515,23,17,14,1,6,0.0179,0.8594,0.1406,0.2684,0.000537,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,south,premium,ios,0,0,0,1390,41.49,668,11,9,6,1,4,0.0152,0.848,0.152,0.2746,0.000424,0,24.87
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,south,retail,desktop,0,0,0,1498,83.34,662,22,6,6,3,6,0.0133,0.8435,0.1565,0.2672,0.000559,1,18.47
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,west,premium,desktop,0,0,0,1214,58.16,748,9,11,5,1,9,0.0271,0.8565,0.1435,0.2665,0.000437,1,61.51
2026-01-19,1,19,0,4,0,0,0,0,debit_card,web,west,retail,android,0,0,0,2939,59.38,1346,14,15,11,0,12,0.0162,0.8574,0.1426,0.4388,0.000575,2,153.46
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,east,premium,desktop,0,0,0,425,36.81,285,5,9,5,1,2,0.0154,0.8587,0.1413,0.2586,0.00037,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,east,retail,desktop,0,0,0,598,41.96,220,9,4,5,2,1,0.0125,0.8524,0.1476,0.2473,0.000497,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,north,premium,desktop,0,0,0,406,55.84,228,11,9,2,0,4,0.0197,0.865,0.135,0.2793,0.000381,0,36.79
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,north,retail,desktop,0,0,0,522,76.27,164,18,9,3,4,5,0.021,0.8707,0.1293,0.1979,0.000508,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,south,premium,desktop,0,0,0,371,39.64,224,10,12,6,1,2,0.023,0.8437,0.1563,0.283,0.000413,0,11.6
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,south,retail,desktop,0,0,0,557,43.38,257,15,15,3,1,6,0.018,0.8577,0.1423,0.2432,0.000607,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,west,premium,desktop,0,0,0,395,75.79,212,7,11,9,3,5,0.0172,0.8468,0.1532,0.2324,0.000429,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,branch,west,retail,desktop,0,0,0,543,91.29,223,14,10,7,1,4,0.0202,0.8583,0.1417,0.2331,0.000647,0,76.63
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,east,premium,android,0,0,0,1478,99.8,772,9,14,10,7,9,0.0151,0.8542,0.1458,0.5121,0.000599,2,244.87
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,east,retail,android,0,0,0,2639,130.73,1359,20,17,11,3,11,0.0201,0.8709,0.1291,0.5433,0.000842,2,288.54
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,north,premium,android,0,0,0,1728,63.93,1127,10,21,12,2,11,0.0186,0.8573,0.1427,0.4972,0.000638,0,46.14
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,north,retail,android,0,0,0,2328,71.15,1208,21,28,11,5,19,0.0217,0.8781,0.1219,0.5218,0.000917,2,148.67
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,south,premium,android,0,0,0,1838,95.54,1091,14,23,13,1,20,0.0207,0.8487,0.1513,0.5165,0.000732,3,280.4
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,south,retail,ios,0,0,0,2157,44.29,1070,29,19,14,2,8,0.0206,0.8716,0.1284,0.3584,0.001001,1,77.33
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,west,premium,android,0,0,0,1965,52.95,781,8,18,8,3,12,0.0209,0.8472,0.1528,0.5444,0.00066,2,74.26
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,mobile_app,west,retail,ios,0,0,0,2442,55.18,1392,19,20,14,4,11,0.0202,0.8645,0.1355,0.3255,0.001022,3,206.79
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,east,premium,desktop,0,0,0,932,58.39,301,10,25,8,1,11,0.0245,0.8687,0.1313,0.2463,0.000547,0,0.0
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,east,retail,ios,0,0,0,1958,50.76,608,16,10,5,4,6,0.0182,0.8613,0.1387,0.2755,0.000711,1,99.74
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,north,premium,desktop,0,0,0,935,122.14,421,6,16,14,2,12,0.023,0.8446,0.1554,0.2481,0.000546,1,140.14
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,north,retail,android,0,0,0,1945,40.23,895,18,13,5,6,9,0.011,0.8529,0.1471,0.4276,0.000744,3,94.52
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,south,premium,desktop,0,0,0,919,55.92,284,9,7,11,2,6,0.0226,0.8686,0.1314,0.2408,0.000601,1,53.19
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,south,retail,ios,0,0,0,1928,60.54,844,16,12,6,3,7,0.0218,0.8536,0.1464,0.2197,0.000842,2,151.96
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,west,premium,desktop,0,0,0,1005,80.75,369,8,9,7,0,7,0.0155,0.8642,0.1358,0.22,0.0006,1,78.27
2026-01-19,1,19,0,4,0,0,0,0,digital_wallet,web,west,retail,android,0,0,0,2259,129.14,708,13,22,9,2,19,0.0209,0.8785,0.1215,0.4438,0.000887,2,249.06
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,east,premium,desktop,0,0,0,533,88.34,263,16,8,10,1,4,0.0172,0.8655,0.1345,0.2307,0.000319,0,15.17
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,east,retail,desktop,0,0,0,773,60.14,390,23,4,4,1,1,0.0192,0.877,0.123,0.2248,0.000458,0,16.24
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,north,premium,desktop,0,0,0,555,51.54,213,13,10,1,1,5,0.0248,0.853,0.147,0.2669,0.00035,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,north,retail,desktop,0,0,0,764,43.79,236,23,7,4,1,4,0.0169,0.8604,0.1396,0.2291,0.000475,0,18.86
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,south,premium,desktop,0,0,0,591,102.55,324,9,8,3,1,2,0.0206,0.865,0.135,0.2108,0.000355,0,4.86
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,south,retail,desktop,0,0,0,757,60.34,230,20,10,2,0,5,0.0163,0.8669,0.1331,0.2697,0.000537,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,west,premium,desktop,0,0,0,547,69.2,159,8,7,4,3,2,0.0131,0.8513,0.1487,0.2291,0.000399,0,10.32
2026-01-20,1,20,1,4,0,0,0,0,credit_card,branch,west,retail,desktop,0,0,0,878,56.76,357,19,13,4,1,8,0.0174,0.8518,0.1482,0.2044,0.000541,1,56.4
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,east,premium,ios,0,0,0,2232,41.69,1041,24,25,5,1,11,0.0177,0.8613,0.1387,0.3102,0.000538,1,26.89
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,east,retail,ios,0,0,0,3536,81.51,1907,32,22,14,4,9,0.0163,0.8588,0.1412,0.3742,0.000753,1,146.76
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,north,premium,ios,0,0,0,2423,35.24,1381,20,19,12,4,14,0.0212,0.8698,0.1302,0.3765,0.000557,2,97.29
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,north,retail,android,0,0,0,3907,70.18,2019,28,20,8,0,19,0.0183,0.8446,0.1554,0.5672,0.000777,3,216.47
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,south,premium,ios,0,0,0,2261,69.75,1134,23,18,14,1,9,0.0208,0.8439,0.1561,0.3717,0.0006,2,130.7
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,south,retail,android,0,0,0,3332,97.08,1604,30,16,12,4,19,0.0241,0.8719,0.1281,0.5204,0.000838,3,234.21
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,west,premium,ios,0,0,0,2600,55.63,893,24,16,12,2,7,0.0207,0.8644,0.1356,0.3137,0.000639,1,45.25
2026-01-20,1,20,1,4,0,0,0,0,credit_card,mobile_app,west,retail,android,0,0,0,3707,168.94,1142,32,26,14,3,11,0.0191,0.8675,0.1325,0.4718,0.000863,2,440.58
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,east,premium,desktop,0,0,0,1396,54.68,904,11,11,6,2,11,0.0183,0.8635,0.1365,0.2685,0.000458,2,142.09
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,east,retail,ios,0,0,0,3357,55.88,1042,34,14,8,2,6,0.0195,0.8599,0.1401,0.2524,0.000676,1,65.09
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,north,premium,desktop,0,0,0,1265,58.38,593,17,16,6,2,7,0.0216,0.861,0.139,0.2413,0.000468,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,north,retail,ios,0,0,0,2959,98.31,946,23,9,3,4,13,0.015,0.8559,0.1441,0.2671,0.00065,3,295.91
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,south,premium,desktop,0,0,0,1105,34.8,433,11,12,4,3,7,0.0209,0.8457,0.1543,0.1974,0.000512,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,south,retail,ios,0,0,0,2692,46.03,1305,40,17,7,4,14,0.0278,0.8732,0.1268,0.1906,0.000759,3,258.35
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,west,premium,android,0,0,0,2076,80.7,754,4,16,7,3,8,0.0211,0.8534,0.1466,0.4198,0.000555,1,47.17
2026-01-20,1,20,1,4,0,0,0,0,credit_card,web,west,retail,ios,0,0,0,3015,81.77,1754,17,14,8,2,7,0.0213,0.8588,0.1412,0.2204,0.000761,2,239.88
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,east,premium,desktop,0,0,0,497,54.53,258,8,10,5,1,3,0.0235,0.8541,0.1459,0.226,0.000283,0,30.95
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,east,retail,desktop,0,0,0,648,52.29,313,16,12,7,1,9,0.0198,0.8537,0.1463,0.2207,0.00037,1,0.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,north,premium,desktop,0,0,0,439,44.27,239,14,10,3,0,5,0.0273,0.8712,0.1288,0.2755,0.000253,0,57.3
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,north,retail,desktop,0,0,0,737,50.8,344,12,11,5,3,11,0.0268,0.8613,0.1387,0.1968,0.000376,1,28.66
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,south,premium,desktop,0,0,0,495,47.17,164,16,7,8,1,5,0.0187,0.8647,0.1353,0.2637,0.000295,1,0.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,south,retail,desktop,0,0,0,628,83.46,387,18,14,6,4,8,0.0219,0.875,0.125,0.2185,0.000417,1,86.97
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,west,premium,desktop,0,0,0,473,43.62,220,13,10,4,2,2,0.0176,0.8626,0.1374,0.2476,0.000292,0,46.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,branch,west,retail,desktop,0,0,0,834,84.87,293,26,8,6,0,8,0.013,0.8603,0.1397,0.2458,0.000417,1,116.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,east,premium,android,0,0,0,1878,47.2,776,8,14,8,3,9,0.025,0.8616,0.1384,0.5206,0.000391,1,25.61
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,east,retail,ios,0,0,0,2671,66.71,1369,27,25,12,4,17,0.0231,0.8534,0.1466,0.3856,0.000611,1,11.47
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,north,premium,ios,0,0,0,2201,108.75,1120,12,23,13,1,13,0.0243,0.8402,0.1598,0.3663,0.00044,1,88.49
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,north,retail,android,0,0,0,3094,57.89,1368,16,22,17,2,15,0.0217,0.8613,0.1387,0.4748,0.000627,1,47.3
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,south,premium,android,0,0,0,2244,71.71,1087,11,20,16,1,13,0.0128,0.8468,0.1532,0.5134,0.000482,1,74.71
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,south,retail,ios,0,0,0,2438,101.93,1213,26,23,12,3,24,0.0211,0.8452,0.1548,0.3429,0.000665,3,320.39
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,west,premium,ios,0,0,0,2250,51.23,830,17,20,11,5,12,0.021,0.8793,0.1207,0.3695,0.000528,1,14.59
2026-01-20,1,20,1,4,0,0,0,0,debit_card,mobile_app,west,retail,ios,0,0,0,2602,76.4,1330,31,24,9,4,15,0.022,0.8504,0.1496,0.3168,0.000716,2,127.86
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,east,premium,desktop,0,0,0,1000,110.82,457,9,16,11,0,6,0.0166,0.8492,0.1508,0.2439,0.000367,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,east,retail,desktop,0,0,0,1533,54.46,656,18,13,11,3,5,0.024,0.8538,0.1462,0.2632,0.000521,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,north,premium,desktop,0,0,0,1100,34.32,660,8,14,10,1,8,0.0239,0.8396,0.1604,0.2547,0.000387,0,16.76
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,north,retail,android,0,0,0,2811,72.2,1070,23,14,2,3,7,0.0153,0.8698,0.1302,0.4,0.000537,1,75.06
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,south,premium,android,0,0,0,1927,74.66,635,8,14,6,4,9,0.0286,0.8504,0.1496,0.3789,0.000394,1,60.34
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,south,retail,desktop,0,0,0,1726,52.28,740,16,9,9,5,7,0.019,0.871,0.129,0.2212,0.000585,2,66.7
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,west,premium,android,0,0,0,1653,62.55,612,16,15,6,2,5,0.0187,0.8537,0.1463,0.445,0.000431,0,76.93
2026-01-20,1,20,1,4,0,0,0,0,debit_card,web,west,retail,desktop,0,0,0,1618,82.8,705,23,15,7,3,12,0.0149,0.8803,0.1197,0.2939,0.000613,3,172.45
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,east,premium,desktop,0,0,0,424,57.76,116,10,14,3,0,7,0.0171,0.8623,0.1377,0.2911,0.000368,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,east,retail,desktop,0,0,0,467,92.15,173,25,11,3,1,5,0.0199,0.8713,0.1287,0.2965,0.000502,0,16.07
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,north,premium,desktop,0,0,0,364,62.01,184,12,10,2,2,6,0.0208,0.8723,0.1277,0.2655,0.000391,1,50.16
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,north,retail,desktop,0,0,0,450,70.78,172,18,6,3,3,4,0.0209,0.8659,0.1341,0.238,0.000523,0,35.1
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,south,premium,desktop,0,0,0,440,58.43,256,7,17,7,1,11,0.0165,0.8604,0.1396,0.2586,0.000417,1,11.66
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,south,retail,desktop,0,0,0,584,65.07,223,14,9,7,1,4,0.0188,0.8619,0.1381,0.2686,0.000581,0,50.32
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,west,premium,desktop,0,0,0,329,80.5,100,13,12,6,1,4,0.0204,0.8561,0.1439,0.265,0.000437,0,22.38
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,branch,west,retail,desktop,0,0,0,533,59.92,229,13,10,6,1,8,0.0202,0.8625,0.1375,0.2884,0.000597,1,0.0
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,east,premium,android,0,0,0,1661,122.91,809,12,20,12,2,13,0.0263,0.861,0.139,0.4727,0.000614,1,76.34
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,east,retail,ios,0,0,0,2349,68.84,1159,21,23,14,0,23,0.0088,0.8546,0.1454,0.352,0.000873,4,299.35
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,north,premium,android,0,0,0,1862,50.66,799,10,13,10,5,11,0.0273,0.8567,0.1433,0.5174,0.000641,2,87.8
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,north,retail,ios,0,0,0,2065,91.89,1195,16,23,9,3,17,0.0223,0.87,0.13,0.289,0.00095,3,280.71
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,south,premium,ios,0,0,0,1528,52.28,728,13,26,10,1,14,0.0255,0.8704,0.1296,0.3518,0.00071,4,227.72
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,south,retail,android,0,0,0,2130,49.43,868,27,26,10,5,10,0.0211,0.8549,0.1451,0.541,0.000994,1,51.06
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,west,premium,android,0,0,0,1926,55.36,694,14,27,6,0,12,0.0183,0.868,0.132,0.5144,0.00073,2,72.12
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,mobile_app,west,retail,android,0,0,0,2605,45.67,1023,21,25,6,2,15,0.012,0.8662,0.1338,0.5732,0.000991,1,11.76
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,east,premium,ios,0,0,0,1335,53.55,807,9,11,10,4,9,0.0172,0.8605,0.1395,0.3372,0.000531,1,72.91
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,east,retail,ios,0,0,0,2543,47.71,1320,14,16,4,4,14,0.0187,0.8697,0.1303,0.285,0.000757,1,70.61
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,north,premium,ios,0,0,0,1462,67.35,567,8,17,3,0,12,0.022,0.8603,0.1397,0.2873,0.000569,2,173.58
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,north,retail,desktop,0,0,0,1237,50.86,381,18,16,2,5,9,0.018,0.8685,0.1315,0.2676,0.00079,1,38.84
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,south,premium,desktop,0,0,0,989,44.95,347,6,8,3,2,5,0.0253,0.8673,0.1327,0.2292,0.00058,1,87.4
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,south,retail,desktop,0,0,0,1319,44.03,452,15,16,6,6,4,0.0223,0.8624,0.1376,0.2779,0.000814,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,west,premium,desktop,0,0,0,1069,42.85,320,15,24,15,2,10,0.0181,0.8602,0.1398,0.2536,0.000622,0,0.0
2026-01-20,1,20,1,4,0,0,0,0,digital_wallet,web,west,retail,android,0,0,0,2069,63.01,853,20,22,5,1,11,0.021,0.8803,0.1197,0.401,0.00085,0,6.87
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,east,premium,desktop,0,0,0,511,68.06,244,10,14,7,2,2,0.0178,0.8653,0.1347,0.2207,0.000343,0,38.85
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,east,retail,desktop,0,0,0,779,62.1,301,18,11,5,1,3,0.0256,0.8683,0.1317,0.2582,0.000454,0,11.51
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,north,premium,desktop,0,0,0,462,96.67,280,11,9,0,3,2,0.026,0.8692,0.1308,0.2455,0.000351,0,9.6
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,north,retail,desktop,0,0,0,669,85.24,278,23,10,7,0,2,0.0216,0.8464,0.1536,0.3013,0.000468,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,south,premium,desktop,0,0,0,458,43.49,199,13,7,2,2,3,0.0176,0.8534,0.1466,0.2827,0.000365,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,south,retail,desktop,0,0,0,889,71.47,436,21,14,5,2,4,0.0177,0.8584,0.1416,0.2627,0.000483,0,19.36
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,west,premium,desktop,0,0,0,588,97.58,278,16,10,1,0,3,0.0159,0.872,0.128,0.2708,0.000351,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,branch,west,retail,desktop,0,0,0,769,78.64,240,24,11,7,1,6,0.0206,0.8659,0.1341,0.3165,0.00056,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,east,premium,android,0,0,0,2288,44.81,862,19,27,12,0,7,0.0191,0.8652,0.1348,0.5142,0.00055,0,40.39
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,east,retail,ios,0,0,0,3450,60.68,1865,35,22,12,2,11,0.0115,0.864,0.136,0.3243,0.000802,2,218.7
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,north,premium,android,0,0,0,2438,65.82,984,19,22,7,1,12,0.0144,0.8609,0.1391,0.5135,0.000552,1,95.4
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,north,retail,android,0,0,0,3806,36.59,1422,34,15,8,2,33,0.0189,0.8524,0.1476,0.5316,0.000795,8,378.87
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,south,premium,android,0,0,0,2530,116.06,800,14,24,6,1,10,0.0179,0.8588,0.1412,0.5218,0.000604,1,203.15
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,south,retail,android,0,0,0,3581,65.42,2096,35,19,14,5,13,0.0216,0.8495,0.1505,0.5692,0.000873,3,340.59
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,west,premium,ios,0,0,0,2485,78.01,1122,23,22,10,1,8,0.013,0.8542,0.1458,0.3401,0.000622,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,mobile_app,west,retail,android,0,0,0,3524,70.02,2300,32,18,5,4,8,0.0188,0.8613,0.1387,0.5065,0.000889,1,102.16
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,east,premium,android,0,0,0,2227,90.9,827,13,15,7,2,12,0.0211,0.8539,0.1461,0.4071,0.000453,1,86.37
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,east,retail,ios,0,0,0,3059,77.91,1381,15,14,6,3,3,0.0195,0.8668,0.1332,0.2568,0.000643,0,23.48
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,north,premium,desktop,0,0,0,1556,106.48,927,3,14,3,0,8,0.0239,0.8717,0.1283,0.2422,0.000467,1,79.3
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,north,retail,desktop,0,0,0,2418,66.99,1273,24,13,6,3,8,0.0245,0.8706,0.1294,0.25,0.000688,1,81.4
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,south,premium,android,0,0,0,1946,106.76,1012,8,13,11,2,6,0.0215,0.8691,0.1309,0.4105,0.000522,0,0.0
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,south,retail,ios,0,0,0,2733,50.34,1120,20,12,7,3,20,0.0146,0.8418,0.1582,0.2536,0.000736,4,202.69
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,west,premium,desktop,0,0,0,1416,104.85,604,15,9,4,1,8,0.0212,0.8821,0.1179,0.2446,0.000539,1,136.13
2026-01-21,1,21,2,4,0,0,0,0,credit_card,web,west,retail,android,0,0,0,3204,95.29,1766,28,15,9,3,17,0.0211,0.8638,0.1362,0.4017,0.000785,3,474.86
2026-01-21,1,21,2,4,0,0,0,0,debit_card,branch,east,premium,desktop,0,0,0,464,40.85,202,12,7,5,1,6,0.0251,0.8433,0.1567,0.2678,0.000267,1,34.99
2026-01-21,1,21,2,4,0,0,0,0,debit_card,branch,east,retail,desktop,0,0,0,708,41.98,225,11,17,4,0,21,0.0259,0.8497,0.1503,0.2483,0.000351,3,7.74
2026-01-21,1,21,2,4,0,0,0,0,debit_card,branch,north,premium,desktop,0,0,0,476,49.4,153,9,7,10,2,4,0.0282,0.8554,0.1446,0.2097,0.000275,1,26.17
2026-01-21,1,21,2,4,0,0,0,0,debit_card,branch,north,retail,desktop,0,0,0,701,38.68,347,19,13,8,1,11,0.0254,0.8531,0.1469,0.256,0.000378,2,15.08
